tweet_id,text,sentiment,topic,timestamp,likes,retweets
tw_00034,trying the new feature,neutral,tech,2024-06-01 18:25:00,4,16
tw_00035,wtf finally action cc @user_0377,positive,politics,2024-02-04 18:51:00,2,43
tw_00036,downgraded again cc @user_0315,negative,finance,2024-08-09 21:34:00,44,2
tw_00037,noticed a change via @user_2560,neutral,tech,2024-04-02 00:40:00,0,16
tw_00038,embarrassing loss via @user_0873,negative,sports,2024-11-10 13:59:00,36,13
tw_00039,idk watching the debate cc @user_1493,neutral,politics,2024-08-10 13:20:00,44,0
tw_00040,should be fired #cricket,negative,sports,2024-05-11 21:38:00,13,1
tw_00041,boring throughout cc @user_0787,negative,entertainment,2024-08-25 15:35:00,59,9
tw_00042,amazing soundtrack #Netflix,positive,entertainment,2024-01-15 08:50:00,12,0
tw_00043,totally worth it,positive,tech,2024-02-12 10:38:00,11,3
tw_00044,amazing features,positive,tech,2024-07-22 23:53:00,39,10
tw_00045,amazing features via @user_2050,positive,tech,2024-09-25 08:31:00,65,6
tw_00046,proud of the team #cricket @user_1284,positive,sports,2024-04-30 13:13:00,3,12
tw_00047,so fast now via @user_1125,positive,tech,2024-01-29 15:34:00,42,8
tw_00048,market is booming cc @user_1736,positive,finance,2024-03-15 11:30:00,44,6
tw_00049,not sure what to think #sports,negative,sports,2024-05-09 17:24:00,22,5
tw_00050,deserved win #sports,positive,sports,2024-08-14 12:00:00,0,1
tw_00051,actually well handled #policy,positive,politics,2024-06-01 06:55:00,0,10
tw_00052,cinematic masterpiece cc @user_2640,positive,entertainment,2024-02-11 15:30:00,11,7
tw_00053,finally works perfectly via @user_0412,positive,tech,2024-02-03 11:26:00,71,2
tw_00054,following the vote #politics,neutral,politics,2024-11-18 14:50:00,15,14
tw_00055,keeps crashing,negative,tech,2024-02-26 05:15:00,7,0
tw_00056,terrible investment cc @user_2809,negative,finance,2024-08-19 15:55:00,10,1
tw_00057,what a comeback #cricket,positive,sports,2024-02-13 13:23:00,79,16
tw_00058,just saying ignored the public via @user_2337,negative,politics,2024-11-27 19:40:00,30,20
tw_00059,hat trick legend #cricket,positive,sports,2024-01-26 12:39:00,48,2
tw_00060,inspiring speech,positive,politics,2024-01-08 22:33:00,66,7
tw_00061,following the transfer news #sports,neutral,sports,2024-04-07 08:18:00,49,22
tw_00062,gave up entirely cc @user_0847,negative,sports,2024-12-12 06:26:00,11,1
tw_00063,hard to say #startup,negative,tech,2024-07-08 18:43:00,7,5
tw_00064,interesting take #Bollywood @user_1325,negative,entertainment,2024-12-28 13:47:00,51,19
tw_00065,reading reviews #movies,neutral,entertainment,2024-08-29 11:38:00,0,7
tw_00066,using it daily via @user_0187,neutral,tech,2024-07-14 09:25:00,16,2
tw_00067,unstoppable season cc @user_2292,positive,sports,2024-03-27 16:31:00,3,4
tw_00068,positive change cc @user_1300,positive,politics,2024-02-29 10:02:00,85,3
tw_00069,outperformed expectations cc @user_1151,positive,finance,2024-05-14 19:53:00,21,12
tw_00070,inspiring speech #election @user_1785,positive,politics,2024-03-18 17:54:00,13,35
tw_00071,interesting take #election @user_0224,positive,politics,2024-05-13 05:45:00,98,2
tw_00072,reading the report via @user_2028,neutral,finance,2024-09-05 14:31:00,20,3
tw_00073,watching the game tonight #market,neutral,finance,2024-09-17 08:36:00,10,0
tw_00074,finally action #democracy,positive,politics,2024-08-01 02:15:00,28,6
tw_00075,broken promises again,negative,politics,2024-07-20 11:37:00,1,3
tw_00076,literally market is booming #stocks @user_0630,positive,finance,2024-08-20 20:17:00,71,2
tw_00077,watching the debate cc @user_0180,neutral,politics,2024-10-18 04:13:00,4,6
tw_00078,huge losses via @user_0228,negative,finance,2024-07-14 02:25:00,127,2
tw_00079,lol right decision #politics,positive,politics,2024-07-17 12:18:00,33,14
tw_00080,so fast now cc @user_2011,positive,tech,2024-12-16 19:08:00,8,13
tw_00081,market crash incoming #investing @user_2100,negative,finance,2024-08-31 08:36:00,13,10
tw_00082,brilliant acting #series @user_1509,positive,entertainment,2024-02-17 01:32:00,30,7
tw_00083,embarrassing policy via @user_2653,negative,politics,2024-11-18 20:33:00,2,18
tw_00084,depends on your perspective cc @user_1231,neutral,finance,2024-05-07 16:27:00,11,2
tw_00085,smh great returns #finance @user_0185,positive,finance,2024-02-18 14:42:00,1,8
tw_00086,totally hooked,positive,entertainment,2024-02-28 23:42:00,33,0
tw_00087,heard about the show cc @user_0186,neutral,entertainment,2024-06-09 18:46:00,21,2
tw_00088,stopped working #coding,negative,tech,2024-04-18 05:05:00,31,1
tw_00089,highly recommend,positive,entertainment,2024-01-03 12:07:00,35,4
tw_00090,cinematic masterpiece cc @user_2695,positive,tech,2024-11-12 19:23:00,82,1
tw_00091,lol portfolio growing,positive,finance,2024-01-09 22:12:00,12,1
tw_00092,avoid this stock via @user_0595,negative,finance,2024-04-07 02:19:00,77,20
tw_00093,checked the ticker #stocks,neutral,finance,2024-12-25 14:31:00,8,10
tw_00094,impressive release #coding @user_0825,positive,tech,2024-01-27 10:00:00,50,8
tw_00095,amazing soundtrack cc @user_2371,positive,politics,2024-01-19 15:25:00,22,2
tw_00096,beat estimates,positive,finance,2024-09-27 00:27:00,2,22
tw_00097,mixed feelings about this cc @user_1939,neutral,politics,2024-08-17 22:27:00,69,10
tw_00098,nothing changes via @user_1795,negative,finance,2024-12-16 10:58:00,12,4
tw_00099,halfway through cc @user_1202,neutral,entertainment,2024-08-29 05:39:00,38,22
tw_00100,reading the report via @user_0529,neutral,finance,2024-09-08 03:50:00,65,15
tw_00101,just saying world class cc @user_0858,positive,sports,2024-05-13 11:43:00,30,0
tw_00102,lol could go either way,negative,finance,2024-10-14 07:31:00,5,22
tw_00103,company bleeding money #finance,negative,finance,2024-12-19 16:38:00,27,0
tw_00104,keeps crashing,negative,tech,2024-02-24 19:39:00,3,10
tw_00105,tbf hat trick legend,positive,sports,2024-04-15 11:10:00,0,1
tw_00106,shocking result cc @user_2042,negative,sports,2024-06-20 04:07:00,23,11
tw_00107,world class #football @user_0027,positive,sports,2024-06-23 09:32:00,31,2
tw_00108,what a comeback #cricket,positive,sports,2024-03-18 16:26:00,37,2
tw_00109,complete failure via @user_1694,negative,politics,2024-12-15 11:01:00,11,13
tw_00110,wtf monitoring the market #stocks @user_2120,neutral,finance,2024-03-25 13:03:00,31,18
tw_00111,watching the trailer,neutral,entertainment,2024-11-19 22:51:00,32,8
tw_00112,emotional rollercoaster via @user_1718,positive,entertainment,2024-06-04 23:47:00,2,4
tw_00113,hard to say #democracy @user_2162,negative,politics,2024-08-16 20:13:00,9,2
tw_00114,finally action #government @user_2671,positive,politics,2024-04-11 09:05:00,108,4
tw_00115,reading the report cc @user_0517,neutral,politics,2024-04-19 02:32:00,66,9
tw_00116,actually downloaded the beta via @user_2604,neutral,tech,2024-10-30 08:15:00,47,6
tw_00117,inspiring speech cc @user_2070,positive,politics,2024-05-12 20:32:00,25,6
tw_00118,waste of time,negative,entertainment,2024-08-20 10:15:00,6,12
tw_00119,sell everything #finance,negative,finance,2024-06-28 09:18:00,9,0
tw_00120,beat estimates #crypto,positive,finance,2024-02-23 10:33:00,31,1
tw_00121,checked the poll numbers,neutral,politics,2024-02-17 01:27:00,84,30
tw_00122,stopped working #coding @user_0320,negative,tech,2024-10-28 17:33:00,73,4
tw_00123,team announced lineup #NBA @user_2607,neutral,sports,2024-08-01 05:09:00,0,26
tw_00124,embarrassing policy,negative,politics,2024-12-21 06:29:00,16,34
tw_00125,unstoppable season #sports @user_1513,positive,sports,2024-02-26 03:23:00,99,19
tw_00126,great policy cc @user_0483,positive,politics,2024-06-04 09:31:00,10,4
tw_00127,unstoppable season cc @user_1728,positive,sports,2024-05-25 06:11:00,57,3
tw_00128,time will tell via @user_0277,neutral,politics,2024-06-07 18:28:00,5,8
tw_00129,idk started episode one via @user_2950,neutral,entertainment,2024-11-21 14:48:00,82,11
tw_00130,imo checking the changelog via @user_2982,neutral,tech,2024-07-28 12:14:00,25,1
tw_00131,deserved win,positive,sports,2024-03-25 22:01:00,28,46
tw_00132,imo game changer via @user_0508,positive,tech,2024-10-22 01:36:00,4,7
tw_00133,halfway through via @user_0077,neutral,entertainment,2024-04-02 00:17:00,62,13
tw_00134,fwiw checked the ratings via @user_2374,neutral,entertainment,2024-06-13 12:37:00,35,12
tw_00135,finally works perfectly cc @user_1700,positive,tech,2024-07-14 08:05:00,13,3
tw_00136,waste of money,negative,finance,2024-03-19 09:26:00,49,16
tw_00137,just saying incredible match cc @user_1333,positive,sports,2024-07-18 03:20:00,60,24
tw_00138,saw the highlights via @user_0496,neutral,sports,2024-10-27 07:31:00,21,6
tw_00139,ngl heard mixed reviews via @user_0472,neutral,entertainment,2024-07-27 02:30:00,48,10
tw_00140,incredible match via @user_2401,positive,finance,2024-11-29 04:19:00,36,15
tw_00141,missed badly #finance,negative,finance,2024-07-10 17:10:00,66,4
tw_00142,ngl waste of money via @user_2274,negative,tech,2024-05-28 20:10:00,14,0
tw_00143,totally hooked #crypto,positive,finance,2024-10-26 16:18:00,25,0
tw_00144,could go either way via @user_1620,neutral,sports,2024-05-23 13:13:00,18,7
tw_00145,deserved win #cricket @user_1404,positive,sports,2024-05-19 07:42:00,10,8
tw_00146,literally much needed reform #policy,positive,politics,2024-11-26 00:38:00,0,0
tw_00147,waste of time #series @user_1693,negative,entertainment,2024-07-20 17:05:00,51,4
tw_00148,worst update ever cc @user_2751,negative,tech,2024-07-11 19:22:00,4,7
tw_00149,great returns #investing,positive,finance,2024-01-11 08:43:00,44,2
tw_00150,finally works perfectly #coding,positive,tech,2024-04-29 15:23:00,29,0
tw_00151,omg checked the cast via @user_0804,neutral,finance,2024-09-13 15:10:00,1,7
tw_00152,disgraceful decision via @user_2470,negative,politics,2024-03-06 23:04:00,23,10
tw_00153,beat estimates,positive,finance,2024-12-20 21:34:00,38,37
tw_00154,unacceptable,negative,sports,2024-06-14 13:54:00,21,3
tw_00155,inspiring speech via @user_2123,positive,politics,2024-01-23 23:14:00,47,3
tw_00156,emotional rollercoaster,positive,entertainment,2024-10-19 00:47:00,17,0
tw_00157,huge improvement cc @user_1024,positive,tech,2024-02-02 20:40:00,0,32
tw_00158,walked out halfway #cricket,negative,sports,2024-02-25 15:15:00,54,11
tw_00159,great returns via @user_2129,positive,finance,2024-11-13 14:48:00,15,1
tw_00160,highly recommend,positive,entertainment,2024-03-06 01:58:00,5,2
tw_00161,tbf must watch,positive,entertainment,2024-10-13 01:18:00,23,12
tw_00162,downgraded again via @user_1684,negative,finance,2024-01-06 14:24:00,32,3
tw_00163,portfolio growing,positive,finance,2024-08-20 16:21:00,92,13
tw_00164,read the policy document #politics,neutral,politics,2024-10-20 04:40:00,24,9
tw_00165,testing on my device #startup,neutral,tech,2024-03-11 01:03:00,16,2
tw_00166,brilliant goal via @user_2670,positive,sports,2024-03-15 04:30:00,13,14
tw_00167,much needed reform #democracy,positive,politics,2024-01-30 07:32:00,0,1
tw_00168,waste of money #coding,negative,tech,2024-11-23 06:50:00,1,0
tw_00169,world class via @user_1915,positive,finance,2024-10-16 10:39:00,58,12
tw_00170,strong earnings,positive,finance,2024-11-23 07:44:00,19,1
tw_00171,using it daily #coding @user_1970,neutral,tech,2024-04-15 12:11:00,20,6
tw_00172,tbh keeps crashing #coding,negative,tech,2024-05-28 14:12:00,5,5
tw_00173,not sure what to think #investing,negative,finance,2024-05-14 23:11:00,15,9
tw_00174,tracking the fund cc @user_0803,neutral,finance,2024-02-21 00:53:00,30,0
tw_00175,reading the match report cc @user_0455,neutral,sports,2024-08-21 07:23:00,14,9
tw_00176,finally progress,positive,politics,2024-03-01 04:56:00,20,19
tw_00177,profits up #market @user_1550,positive,finance,2024-11-21 07:58:00,32,1
tw_00178,beat estimates cc @user_2194,positive,entertainment,2024-05-06 01:40:00,2,10
tw_00179,unstoppable season,positive,sports,2024-08-28 21:39:00,0,8
tw_00180,downgraded again via @user_2643,negative,finance,2024-08-25 05:20:00,84,8
tw_00181,no accountability via @user_2932,negative,politics,2024-07-24 20:58:00,14,10
tw_00182,waste of time #Bollywood @user_0832,negative,entertainment,2024-04-21 09:27:00,18,7
tw_00183,using it daily #coding,neutral,tech,2024-02-13 09:28:00,85,4
tw_00184,best app ever #startup @user_1906,positive,tech,2024-08-18 14:27:00,97,23
tw_00185,world class #sports,positive,sports,2024-05-15 20:04:00,6,0
tw_00186,strong leadership,positive,politics,2024-05-21 07:06:00,3,0
tw_00187,watching the debate cc @user_1368,neutral,tech,2024-06-03 23:52:00,2,11
tw_00188,bullish trend via @user_2475,positive,finance,2024-05-13 00:49:00,2,3
tw_00189,much needed reform,positive,politics,2024-08-29 20:32:00,55,0
tw_00190,unstoppable season #football,positive,sports,2024-08-30 07:33:00,50,3
tw_00191,totally worth it,positive,tech,2024-06-09 06:27:00,3,11
tw_00192,idk portfolio growing via @user_1844,positive,finance,2024-03-06 09:47:00,29,20
tw_00193,much needed reform via @user_1744,positive,entertainment,2024-06-02 10:37:00,39,16
tw_00194,reading about the release via @user_1353,neutral,entertainment,2024-11-07 18:55:00,9,1
tw_00195,outstanding performance #sports,positive,sports,2024-08-31 03:21:00,41,16
tw_00196,following the transfer news via @user_1248,neutral,sports,2024-03-31 01:52:00,139,5
tw_00197,we'll see how this plays out #software,negative,tech,2024-05-29 21:33:00,13,14
tw_00198,finally works perfectly #policy @user_0704,positive,politics,2024-07-19 05:07:00,12,26
tw_00199,following the news #crypto,neutral,finance,2024-03-07 06:19:00,58,5
tw_00200,noted the price via @user_2356,neutral,finance,2024-12-16 14:17:00,41,14
tw_00201,heard about the show via @user_1636,neutral,entertainment,2024-06-17 18:56:00,3,23
tw_00202,halfway through #Hollywood @user_0374,neutral,entertainment,2024-06-26 22:53:00,21,17
tw_00203,team announced lineup via @user_0718,neutral,sports,2024-08-09 14:24:00,11,22
tw_00204,finally progress,positive,politics,2024-05-02 05:17:00,14,0
tw_00205,waste of money #AI @user_0274,negative,tech,2024-10-10 03:23:00,70,0
tw_00206,totally worth it cc @user_1336,positive,entertainment,2024-04-16 16:02:00,11,29
tw_00207,brilliant acting #Bollywood @user_2768,positive,entertainment,2024-04-09 12:02:00,90,8
tw_00208,so fast now,positive,tech,2024-10-07 21:15:00,29,5
tw_00209,outperformed expectations,positive,finance,2024-11-06 03:11:00,10,3
tw_00210,heard mixed reviews,neutral,entertainment,2024-12-12 08:09:00,33,13
tw_00211,loved every scene,positive,entertainment,2024-11-21 16:41:00,47,15
tw_00212,just saying trying the new feature,neutral,tech,2024-07-12 06:59:00,2,6
tw_00213,just saying worst season ever cc @user_0066,negative,sports,2024-04-08 21:42:00,1,7
tw_00214,so fast now cc @user_0181,positive,finance,2024-06-14 17:40:00,17,21
tw_00215,lol checked the standings,neutral,sports,2024-07-01 10:11:00,12,1
tw_00216,omg watching the debate via @user_1880,neutral,finance,2024-07-07 01:04:00,4,14
tw_00217,walked out halfway,negative,entertainment,2024-12-30 17:50:00,28,1
tw_00218,disgraceful decision #democracy @user_0389,negative,politics,2024-12-13 22:08:00,2,12
tw_00219,just saying deserved win via @user_2730,positive,sports,2024-10-26 14:24:00,2,17
tw_00220,proud of the team via @user_2887,positive,sports,2024-03-04 09:15:00,36,0
tw_00221,checked the standings cc @user_0246,neutral,sports,2024-04-13 04:24:00,2,43
tw_00222,corrupt as always #democracy @user_2971,negative,politics,2024-06-17 04:17:00,14,4
tw_00223,waste of time #Hollywood,negative,entertainment,2024-06-18 10:15:00,50,29
tw_00224,lost everything #investing,negative,finance,2024-11-07 12:33:00,128,13
tw_00225,lol world class,positive,sports,2024-11-20 04:13:00,14,0
tw_00226,so many bugs #AI @user_0838,negative,tech,2024-08-27 09:10:00,45,8
tw_00227,nothing changes via @user_2482,negative,politics,2024-08-17 20:12:00,16,23
tw_00228,halfway through #Bollywood @user_1473,neutral,entertainment,2024-08-13 13:32:00,3,6
tw_00229,portfolio growing #stocks @user_1975,positive,finance,2024-02-12 09:38:00,0,6
tw_00230,stadium looks full #NBA @user_1054,neutral,sports,2024-05-25 12:35:00,1,1
tw_00231,brilliant acting #Bollywood,positive,entertainment,2024-01-03 00:55:00,3,10
tw_00232,best series ever cc @user_1704,positive,entertainment,2024-07-15 15:19:00,41,8
tw_00233,not sure what to think #NBA,negative,sports,2024-04-09 13:16:00,98,4
tw_00234,terrible UI #coding @user_2002,negative,tech,2024-08-05 23:15:00,10,20
tw_00235,love the new update #tech,positive,tech,2024-05-13 19:29:00,7,33
tw_00236,smart investment #finance,positive,finance,2024-01-07 03:49:00,0,35
tw_00237,started episode one #series @user_0330,neutral,entertainment,2024-03-25 13:16:00,1,22
tw_00238,solid quarter #crypto @user_2698,positive,finance,2024-02-15 03:40:00,22,49
tw_00239,no tactics whatsoever #football @user_1102,negative,sports,2024-12-23 09:00:00,2,8
tw_00240,could go either way cc @user_2853,negative,entertainment,2024-08-08 05:11:00,104,7
tw_00241,smart investment #finance @user_0746,positive,finance,2024-10-17 06:11:00,29,11
tw_00242,embarrassing loss #cricket @user_0786,negative,sports,2024-08-13 20:58:00,18,9
tw_00243,could go either way cc @user_1548,negative,tech,2024-01-16 18:15:00,26,23
tw_00244,hard to say,neutral,entertainment,2024-02-19 06:33:00,1,3
tw_00245,portfolio growing cc @user_1089,positive,finance,2024-11-05 13:21:00,90,22
tw_00246,company bleeding money #market @user_0982,negative,finance,2024-11-08 01:22:00,18,9
tw_00247,tbh mixed feelings about this via @user_2971,positive,finance,2024-05-23 22:48:00,9,2
tw_00248,best series ever #Bollywood,positive,entertainment,2024-01-02 20:52:00,18,4
tw_00249,disappointing sequel #Bollywood @user_1334,negative,entertainment,2024-07-23 23:39:00,26,0
tw_00250,best series ever cc @user_1951,positive,entertainment,2024-11-06 06:45:00,109,42
tw_00251,ngl emotional rollercoaster,positive,entertainment,2024-06-03 21:35:00,35,7
tw_00252,halfway through via @user_1828,neutral,entertainment,2024-05-03 07:13:00,11,16
tw_00253,market is booming cc @user_2932,positive,finance,2024-07-15 08:14:00,34,1
tw_00254,shocking result via @user_2747,negative,sports,2024-11-20 23:31:00,72,17
tw_00255,following the election #politics @user_2461,neutral,politics,2024-07-14 20:41:00,89,12
tw_00256,tbh reading the match report,neutral,sports,2024-02-15 10:47:00,28,5
tw_00257,best app ever cc @user_0476,positive,tech,2024-07-13 18:47:00,80,20
tw_00258,solid performance cc @user_1590,positive,entertainment,2024-12-13 04:33:00,1,0
tw_00259,finally action #politics @user_1620,positive,politics,2024-06-10 04:52:00,14,16
tw_00260,watching the keynote #AI,neutral,tech,2024-12-06 22:02:00,130,1
tw_00261,saw it trending via @user_2821,neutral,entertainment,2024-09-01 20:53:00,27,4
tw_00262,team announced lineup cc @user_1543,neutral,sports,2024-03-19 22:13:00,105,18
tw_00263,right decision #election @user_0216,positive,politics,2024-06-02 21:58:00,54,6
tw_00264,must watch cc @user_1383,positive,entertainment,2024-07-19 12:04:00,16,3
tw_00265,reviewed the portfolio #finance,neutral,finance,2024-06-14 18:55:00,1,20
tw_00266,literally bad acting #series @user_0671,negative,entertainment,2024-05-29 04:13:00,50,81
tw_00267,nothing changes via @user_0038,negative,politics,2024-02-22 21:50:00,170,8
tw_00268,checked the ticker,neutral,finance,2024-07-01 15:11:00,43,28
tw_00269,market crash incoming #market,negative,finance,2024-11-17 23:25:00,56,2
tw_00270,market is booming #market,positive,finance,2024-11-30 23:24:00,17,1
tw_00271,trying the new feature #software @user_2664,neutral,tech,2024-07-07 00:07:00,92,9
tw_00272,imo impressive release via @user_2088,positive,tech,2024-09-02 08:44:00,7,11
tw_00273,unusable now #software,negative,tech,2024-02-20 10:04:00,28,4
tw_00274,stadium looks full via @user_2871,neutral,sports,2024-09-28 15:04:00,3,11
tw_00275,beat estimates #stocks,positive,finance,2024-12-03 03:11:00,22,14
tw_00276,imo depends on your perspective #movies,positive,entertainment,2024-11-30 05:05:00,22,19
tw_00277,love the new update via @user_0511,positive,tech,2024-03-28 13:42:00,24,8
tw_00278,corrupt as always #Hollywood @user_2128,negative,entertainment,2024-03-12 18:31:00,62,5
tw_00279,history made today #FIFA,positive,sports,2024-12-18 03:42:00,4,0
tw_00280,interesting take via @user_1228,negative,tech,2024-10-09 06:37:00,42,9
tw_00281,embarrassing loss cc @user_1729,negative,sports,2024-07-14 20:57:00,36,2
tw_00282,cinematic masterpiece #Bollywood,positive,entertainment,2024-10-01 06:04:00,4,0
tw_00283,complete failure via @user_2855,negative,sports,2024-12-02 20:52:00,12,8
tw_00284,loved every scene #Hollywood @user_0629,positive,entertainment,2024-07-13 00:38:00,14,5
tw_00285,complete failure cc @user_0451,negative,sports,2024-11-23 02:23:00,70,4
tw_00286,smh team announced lineup #cricket,neutral,sports,2024-07-12 03:50:00,21,15
tw_00287,following the scores #FIFA @user_1256,neutral,sports,2024-02-18 16:22:00,15,9
tw_00288,bullish trend #stocks,positive,finance,2024-06-11 12:11:00,59,29
tw_00289,good governance cc @user_1650,positive,politics,2024-01-05 21:32:00,4,26
tw_00290,literally smart investment cc @user_2325,positive,finance,2024-12-28 07:43:00,20,2
tw_00291,positive change cc @user_1450,positive,politics,2024-08-07 16:45:00,18,39
tw_00292,watching the index cc @user_0357,neutral,finance,2024-02-16 20:05:00,20,3
tw_00293,should be fired via @user_0236,negative,tech,2024-09-09 00:27:00,30,2
tw_00294,smart investment #finance @user_2110,positive,finance,2024-01-08 19:12:00,2,1
tw_00295,corrupt as always #democracy,negative,politics,2024-12-04 16:43:00,4,1
tw_00296,sell everything #finance,negative,finance,2024-02-08 11:53:00,4,10
tw_00297,deserved win cc @user_1732,positive,sports,2024-02-27 10:58:00,6,4
tw_00298,history made today cc @user_0483,positive,sports,2024-05-15 06:00:00,68,6
tw_00299,solid performance,positive,tech,2024-08-25 19:54:00,33,1
tw_00300,depends on your perspective,neutral,finance,2024-06-28 23:11:00,6,0
tw_00301,fwiw just updated the app #AI,neutral,tech,2024-07-29 03:58:00,5,3
tw_00302,embarrassing loss cc @user_1025,negative,sports,2024-06-02 11:27:00,5,0
tw_00303,following the vote #government @user_0446,neutral,politics,2024-03-23 04:22:00,3,6
tw_00304,omg corrupt as always,negative,politics,2024-03-09 12:26:00,6,4
tw_00305,great returns cc @user_0816,positive,finance,2024-03-01 13:31:00,21,11
tw_00306,finally progress #democracy @user_1638,positive,politics,2024-03-08 03:06:00,1,16
tw_00307,unstoppable season #sports,positive,sports,2024-01-27 21:53:00,29,0
tw_00308,checked the cast #Bollywood @user_1780,neutral,entertainment,2024-02-12 13:15:00,62,25
tw_00309,heard mixed reviews #movies,neutral,entertainment,2024-12-07 13:12:00,1,3
tw_00310,read the policy document via @user_2058,neutral,politics,2024-11-18 20:09:00,49,13
tw_00311,heard about the show #Netflix @user_1122,neutral,entertainment,2024-01-10 19:12:00,6,2
tw_00312,huge improvement #AI @user_1256,positive,tech,2024-09-02 01:32:00,13,6
tw_00313,must watch cc @user_1103,positive,entertainment,2024-12-30 13:15:00,28,4
tw_00314,love the new update cc @user_0003,positive,tech,2024-04-18 09:30:00,18,13
tw_00315,commentary ongoing cc @user_0758,neutral,sports,2024-06-20 09:07:00,1,2
tw_00316,downloaded the beta cc @user_0534,neutral,entertainment,2024-10-28 16:38:00,37,22
tw_00317,game changer #tech,positive,tech,2024-11-18 23:38:00,21,7
tw_00318,complete letdown #Netflix @user_2681,negative,entertainment,2024-02-20 02:34:00,3,5
tw_00319,inspiring speech,positive,politics,2024-03-06 06:26:00,22,2
tw_00320,saw it trending #Hollywood @user_2296,neutral,entertainment,2024-11-18 22:07:00,9,4
tw_00321,trying the new feature #startup,neutral,tech,2024-11-02 08:44:00,0,3
tw_00322,not sure what to think #Netflix @user_2842,neutral,entertainment,2024-09-10 21:34:00,7,3
tw_00323,reading reviews #Bollywood @user_2087,neutral,entertainment,2024-07-24 19:17:00,3,22
tw_00324,watching the debate via @user_0893,neutral,politics,2024-08-21 16:45:00,27,11
tw_00325,bullish trend via @user_0903,positive,finance,2024-03-01 05:14:00,46,6
tw_00326,interesting take,negative,sports,2024-11-24 07:52:00,2,7
tw_00327,time will tell cc @user_2592,positive,tech,2024-02-12 22:56:00,26,13
tw_00328,reading about the release,neutral,tech,2024-11-16 00:52:00,16,1
tw_00329,team announced lineup via @user_0065,neutral,sports,2024-02-24 23:47:00,10,4
tw_00330,installed the patch #startup @user_2599,neutral,tech,2024-04-22 10:17:00,31,8
tw_00331,reading the match report #NBA @user_0950,neutral,sports,2024-02-17 15:11:00,13,43
tw_00332,smart investment,positive,finance,2024-06-07 05:56:00,27,2
tw_00333,smh noticed a change #tech,neutral,tech,2024-08-20 20:25:00,3,1
tw_00334,smh smart investment,positive,entertainment,2024-02-26 00:48:00,8,1
tw_00335,tbf watching the trailer via @user_0343,neutral,entertainment,2024-01-07 00:50:00,6,3
tw_00336,read the policy document #FIFA,neutral,sports,2024-06-06 10:30:00,5,22
tw_00337,just saying must watch,positive,entertainment,2024-10-05 09:06:00,2,7
tw_00338,reading the match report #sports @user_0919,neutral,sports,2024-03-16 11:41:00,15,40
